symbol,instrument_key,support_date,signal_date,entry_date,entry_price,stop_loss
MFSL,NSE_EQ|INE180A01020,2024-08-30,2024-08-30,2024-09-02,1086.75,1048.77
MOTILALOFS,NSE_EQ|INE338I01027,2015-08-14,2015-08-14,2015-08-17,83.0,81.17
MOTILALOFS,NSE_EQ|INE338I01027,2016-06-27,2016-06-27,2016-06-28,82.55,78.09
MOTILALOFS,NSE_EQ|INE338I01027,2016-11-07,2016-11-07,2016-11-08,133.0,131.25
MOTILALOFS,NSE_EQ|INE338I01027,2017-07-27,2017-07-27,2017-07-28,275.5,281.3
MOTILALOFS,NSE_EQ|INE338I01027,2019-10-14,2019-10-14,2019-10-15,159.0,147.46
MOTILALOFS,NSE_EQ|INE338I01027,2019-10-27,2019-10-27,2019-10-29,156.75,152.1
MOTILALOFS,NSE_EQ|INE338I01027,2021-01-07,2021-01-07,2021-01-08,163.5,152.8
MOTILALOFS,NSE_EQ|INE338I01027,2021-02-03,2021-02-03,2021-02-04,158.75,156.68
MOTILALOFS,NSE_EQ|INE338I01027,2023-09-18,2023-09-18,2023-09-20,219.85,215.3
MOTILALOFS,NSE_EQ|INE338I01027,2024-06-05,2024-06-05,2024-06-06,567.65,556.08
MPHASIS,NSE_EQ|INE356A01018,2017-07-31,2017-07-31,2017-08-01,602.1,598.66
MPHASIS,NSE_EQ|INE356A01018,2017-09-28,2017-09-28,2017-09-29,612.0,601.57
MPHASIS,NSE_EQ|INE356A01018,2017-12-18,2017-12-18,2017-12-19,719.85,707.9
MPHASIS,NSE_EQ|INE356A01018,2018-07-31,2018-07-31,2018-08-01,1163.7,1111.65
MPHASIS,NSE_EQ|INE356A01018,2019-03-15,2019-03-15,2019-03-18,992.9,983.69
MPHASIS,NSE_EQ|INE356A01018,2019-09-20,2019-09-20,2019-09-23,974.9,960.57
MPHASIS,NSE_EQ|INE356A01018,2019-09-24,2019-09-24,2019-09-25,972.0,962.18
MPHASIS,NSE_EQ|INE356A01018,2021-03-02,2021-03-02,2021-03-03,1709.95,1627.61
MPHASIS,NSE_EQ|INE356A01018,2021-03-10,2021-03-10,2021-03-12,1650.3,1638.8
MPHASIS,NSE_EQ|INE356A01018,2021-04-15,2021-04-15,2021-04-16,1699.95,1683.95
MPHASIS,NSE_EQ|INE356A01018,2021-04-23,2021-04-23,2021-04-26,1730.0,1687.87
MPHASIS,NSE_EQ|INE356A01018,2021-11-23,2021-11-23,2021-11-24,3324.4,3271.84
MPHASIS,NSE_EQ|INE356A01018,2023-01-11,2023-01-11,2023-01-12,2040.0,1993.53
MPHASIS,NSE_EQ|INE356A01018,2024-01-29,2024-01-29,2024-01-30,2598.9,2553.19
MPHASIS,NSE_EQ|INE356A01018,2024-10-17,2024-10-17,2024-10-18,3070.0,3019.47
MUTHOOTFIN,NSE_EQ|INE414G01012,2016-02-15,2016-02-15,2016-02-16,186.0,182.26
MUTHOOTFIN,NSE_EQ|INE414G01012,2017-05-22,2017-05-22,2017-05-23,386.65,383.2
MUTHOOTFIN,NSE_EQ|INE414G01012,2017-10-26,2017-10-26,2017-10-27,487.25,484.98
MUTHOOTFIN,NSE_EQ|INE414G01012,2019-02-07,2019-02-07,2019-02-08,516.0,506.63
MUTHOOTFIN,NSE_EQ|INE414G01012,2019-04-26,2019-04-26,2019-04-30,587.15,585.69
MUTHOOTFIN,NSE_EQ|INE414G01012,2019-07-16,2019-07-16,2019-07-17,631.7,625.51
MUTHOOTFIN,NSE_EQ|INE414G01012,2022-08-17,2022-08-17,2022-08-18,1069.0,1047.28
NATIONALUM,NSE_EQ|INE139A01034,2016-05-24,2016-05-24,2016-05-25,42.6,41.73
NATIONALUM,NSE_EQ|INE139A01034,2016-05-31,2016-05-31,2016-06-01,43.0,42.05
NATIONALUM,NSE_EQ|INE139A01034,2016-08-30,2016-08-30,2016-08-31,49.0,46.98
NATIONALUM,NSE_EQ|INE139A01034,2017-04-18,2017-04-18,2017-04-19,68.6,71.97
NATIONALUM,NSE_EQ|INE139A01034,2021-06-25,2021-06-25,2021-06-28,75.15,70.87
NATIONALUM,NSE_EQ|INE139A01034,2021-08-11,2021-08-11,2021-08-12,82.65,81.3
NATIONALUM,NSE_EQ|INE139A01034,2021-08-27,2021-08-27,2021-08-30,85.45,83.93
NATIONALUM,NSE_EQ|INE139A01034,2021-09-29,2021-09-29,2021-09-30,94.85,89.03
NATIONALUM,NSE_EQ|INE139A01034,2023-05-08,2023-05-08,2023-05-09,82.0,80.98
NATIONALUM,NSE_EQ|INE139A01034,2023-07-10,2023-07-10,2023-07-11,83.7,83.22
NATIONALUM,NSE_EQ|INE139A01034,2024-04-01,2024-04-01,2024-04-02,162.3,153.5
NAUKRI,NSE_EQ|INE663F01032,2015-04-13,2015-04-13,2015-04-15,168.0,165.86
NAUKRI,NSE_EQ|INE663F01032,2015-08-05,2015-08-05,2015-08-06,171.5,169.86
NAUKRI,NSE_EQ|INE663F01032,2016-08-05,2016-08-05,2016-08-08,168.5,164.68
NAUKRI,NSE_EQ|INE663F01032,2016-10-19,2016-10-19,2016-10-20,182.0,171.95
NAUKRI,NSE_EQ|INE663F01032,2017-07-25,2017-07-25,2017-07-26,199.5,198.75
NAUKRI,NSE_EQ|INE663F01032,2018-02-02,2018-02-02,2018-02-05,262.0,266.02
NAUKRI,NSE_EQ|INE663F01032,2018-09-21,2018-09-21,2018-09-24,306.0,298.9
NAUKRI,NSE_EQ|INE663F01032,2019-02-20,2019-02-20,2019-02-21,343.0,326.0
NAUKRI,NSE_EQ|INE663F01032,2019-05-28,2019-05-28,2019-05-29,402.0,381.2
NAUKRI,NSE_EQ|INE663F01032,2019-07-22,2019-07-22,2019-07-23,439.5,434.39
NAUKRI,NSE_EQ|INE663F01032,2019-07-25,2019-07-25,2019-07-26,448.0,438.26
NAUKRI,NSE_EQ|INE663F01032,2022-04-28,2022-04-28,2022-04-29,934.0,915.27
NAUKRI,NSE_EQ|INE663F01032,2022-09-09,2022-09-09,2022-09-12,858.0,839.52
NAUKRI,NSE_EQ|INE663F01032,2024-01-31,2024-01-31,2024-02-01,1040.0,1003.12
NAUKRI,NSE_EQ|INE663F01032,2024-06-05,2024-06-05,2024-06-06,1220.0,1192.61
NAUKRI,NSE_EQ|INE663F01032,2024-11-06,2024-11-06,2024-11-07,1605.0,1579.81
NAUKRI,NSE_EQ|INE663F01032,2024-11-11,2024-11-11,2024-11-12,1589.0,1585.23
NESTLEIND,NSE_EQ|INE239A01024,2015-11-04,2015-11-04,2015-11-05,313.0,311.04
NESTLEIND,NSE_EQ|INE239A01024,2015-11-19,2015-11-19,2015-11-20,313.4,312.55
NESTLEIND,NSE_EQ|INE239A01024,2017-05-26,2017-05-26,2017-05-29,330.6,327.92
NESTLEIND,NSE_EQ|INE239A01024,2019-07-31,2019-07-31,2019-08-01,583.2,581.86
NESTLEIND,NSE_EQ|INE239A01024,2019-08-05,2019-08-05,2019-08-06,585.5,582.05
NESTLEIND,NSE_EQ|INE239A01024,2019-11-25,2019-11-25,2019-11-26,720.0,711.1
NESTLEIND,NSE_EQ|INE239A01024,2020-03-11,2020-03-11,2020-03-12,793.5,795.24
NESTLEIND,NSE_EQ|INE239A01024,2020-05-26,2020-05-26,2020-05-27,835.0,819.25
NESTLEIND,NSE_EQ|INE239A01024,2021-07-19,2021-07-19,2021-07-20,887.5,880.07
NESTLEIND,NSE_EQ|INE239A01024,2022-12-06,2022-12-06,2022-12-07,996.0,991.19
NESTLEIND,NSE_EQ|INE239A01024,2023-08-02,2023-08-02,2023-08-03,1144.4,1132.88
NESTLEIND,NSE_EQ|INE239A01024,2024-04-25,2024-04-25,2024-04-26,1287.5,1277.95
NHPC,NSE_EQ|INE848E01016,2016-08-09,2016-08-09,2016-08-10,25.6,24.98
NHPC,NSE_EQ|INE848E01016,2016-09-14,2016-09-14,2016-09-15,27.0,26.18
NHPC,NSE_EQ|INE848E01016,2020-09-18,2020-09-18,2020-09-21,21.35,20.99
NHPC,NSE_EQ|INE848E01016,2022-10-04,2022-10-04,2022-10-06,38.6,36.42
NHPC,NSE_EQ|INE848E01016,2024-04-02,2024-04-02,2024-04-03,92.0,90.35
NHPC,NSE_EQ|INE848E01016,2024-07-03,2024-07-03,2024-07-04,102.0,100.59
NTPC,NSE_EQ|INE733E01010,2015-12-10,2015-12-10,2015-12-11,111.2,109.21
NTPC,NSE_EQ|INE733E01010,2017-09-11,2017-09-11,2017-09-12,142.04,140.57
NTPC,NSE_EQ|INE733E01010,2017-10-05,2017-10-05,2017-10-06,142.71,141.47
NTPC,NSE_EQ|INE733E01010,2017-12-07,2017-12-07,2017-12-08,148.42,149.12
NTPC,NSE_EQ|INE733E01010,2018-05-14,2018-05-14,2018-05-15,141.88,142.17
NTPC,NSE_EQ|INE733E01010,2020-02-11,2020-02-11,2020-02-12,117.0,116.29
NTPC,NSE_EQ|INE733E01010,2020-06-22,2020-06-22,2020-06-23,95.1,93.73
NTPC,NSE_EQ|INE733E01010,2021-02-08,2021-02-08,2021-02-09,100.4,98.62
NTPC,NSE_EQ|INE733E01010,2021-07-30,2021-07-30,2021-08-02,118.6,117.21
NTPC,NSE_EQ|INE733E01010,2024-07-22,2024-07-22,2024-07-23,376.7,368.76
NTPC,NSE_EQ|INE733E01010,2024-09-12,2024-09-12,2024-09-13,404.85,399.94
NYKAA,NSE_EQ|INE388Y01029,2023-08-04,2023-08-04,2023-08-07,148.4,144.26
NYKAA,NSE_EQ|INE388Y01029,2023-11-06,2023-11-06,2023-11-07,151.0,144.94
NYKAA,NSE_EQ|INE388Y01029,2024-06-11,2024-06-11,2024-06-12,171.95,171.44
OBEROIRLTY,NSE_EQ|INE093I01010,2016-10-04,2016-10-04,2016-10-05,308.25,298.58
OBEROIRLTY,NSE_EQ|INE093I01010,2017-06-09,2017-06-09,2017-06-12,389.0,389.15
OBEROIRLTY,NSE_EQ|INE093I01010,2017-12-19,2017-12-19,2017-12-20,481.0,475.0
OBEROIRLTY,NSE_EQ|INE093I01010,2018-05-09,2018-05-09,2018-05-10,536.95,516.92
OBEROIRLTY,NSE_EQ|INE093I01010,2019-01-01,2019-01-01,2019-01-02,453.0,442.64
OBEROIRLTY,NSE_EQ|INE093I01010,2019-01-15,2019-01-15,2019-01-16,454.0,449.04
OBEROIRLTY,NSE_EQ|INE093I01010,2019-01-24,2019-01-24,2019-01-25,474.0,455.44
OBEROIRLTY,NSE_EQ|INE093I01010,2019-07-18,2019-07-18,2019-07-19,573.15,559.69
OBEROIRLTY,NSE_EQ|INE093I01010,2020-01-09,2020-01-09,2020-01-10,530.0,519.86
OBEROIRLTY,NSE_EQ|INE093I01010,2020-09-07,2020-09-07,2020-09-08,379.8,372.04
OBEROIRLTY,NSE_EQ|INE093I01010,2021-09-21,2021-09-21,2021-09-22,729.95,716.19
OBEROIRLTY,NSE_EQ|INE093I01010,2022-01-25,2022-01-25,2022-01-27,884.0,884.89
OBEROIRLTY,NSE_EQ|INE093I01010,2023-04-05,2023-04-05,2023-04-06,862.5,853.64
OBEROIRLTY,NSE_EQ|INE093I01010,2023-05-19,2023-05-19,2023-05-22,918.0,895.07
OBEROIRLTY,NSE_EQ|INE093I01010,2024-11-14,2024-11-14,2024-11-18,1977.05,1921.93
OBEROIRLTY,NSE_EQ|INE093I01010,2024-11-19,2024-11-19,2024-11-21,1938.0,1927.11
OIL,NSE_EQ|INE274J01014,2021-10-25,2021-10-25,2021-10-26,150.65,140.74
OIL,NSE_EQ|INE274J01014,2022-03-21,2022-03-21,2022-03-22,158.65,153.33
OIL,NSE_EQ|INE274J01014,2022-04-26,2022-04-26,2022-04-27,157.35,156.06
OIL,NSE_EQ|INE274J01014,2023-05-08,2023-05-08,2023-05-09,172.2,171.24
OIL,NSE_EQ|INE274J01014,2023-09-27,2023-09-27,2023-09-28,192.55,186.04
OIL,NSE_EQ|INE274J01014,2023-11-29,2023-11-29,2023-11-30,208.0,204.55
ONGC,NSE_EQ|INE213A01029,2017-12-12,2017-12-12,2017-12-13,177.95,175.3
ONGC,NSE_EQ|INE213A01029,2019-06-11,2019-06-11,2019-06-12,162.3,161.01
ONGC,NSE_EQ|INE213A01029,2021-02-04,2021-02-04,2021-02-05,93.2,89.65
ONGC,NSE_EQ|INE213A01029,2022-03-03,2022-03-03,2022-03-04,164.35,157.13
ONGC,NSE_EQ|INE213A01029,2024-03-14,2024-03-14,2024-03-15,263.95,260.28
ONGC,NSE_EQ|INE213A01029,2024-03-28,2024-03-28,2024-04-01,268.05,266.17
PATANJALI,NSE_EQ|INE619A01035,2021-07-13,2021-07-13,2021-07-14,383.3,366.11
PATANJALI,NSE_EQ|INE619A01035,2024-02-06,2024-02-06,2024-02-07,539.6,527.9
PETRONET,NSE_EQ|INE347G01014,2016-02-15,2016-02-15,2016-02-16,122.5,118.46
PETRONET,NSE_EQ|INE347G01014,2016-11-18,2016-11-18,2016-11-21,181.75,175.13
PETRONET,NSE_EQ|INE347G01014,2017-03-23,2017-03-23,2017-03-24,191.0,186.48
PETRONET,NSE_EQ|INE347G01014,2017-06-06,2017-06-06,2017-06-07,220.45,209.48
PETRONET,NSE_EQ|INE347G01014,2017-12-07,2017-12-07,2017-12-08,252.9,248.64
PETRONET,NSE_EQ|INE347G01014,2019-12-02,2019-12-02,2019-12-03,271.15,263.81
PETRONET,NSE_EQ|INE347G01014,2022-07-01,2022-07-01,2022-07-04,209.7,209.59
PETRONET,NSE_EQ|INE347G01014,2023-03-02,2023-03-02,2023-03-03,215.95,212.77
PETRONET,NSE_EQ|INE347G01014,2023-07-28,2023-07-28,2023-07-31,223.0,217.93
PFC,NSE_EQ|INE134E01011,2016-09-30,2016-09-30,2016-10-03,96.4,93.72
PFC,NSE_EQ|INE134E01011,2018-09-12,2018-09-12,2018-09-14,67.0,64.88
PFC,NSE_EQ|INE134E01011,2018-12-03,2018-12-03,2018-12-04,77.2,71.49
PFC,NSE_EQ|INE134E01011,2019-01-31,2019-01-31,2019-02-01,82.9,80.08
PFC,NSE_EQ|INE134E01011,2020-01-07,2020-01-07,2020-01-08,91.3,91.56
PFC,NSE_EQ|INE134E01011,2022-09-06,2022-09-06,2022-09-07,93.1,91.87
PFC,NSE_EQ|INE134E01011,2024-06-05,2024-06-05,2024-06-06,455.0,439.56
PHOENIXLTD,NSE_EQ|INE211B01039,2020-01-28,2020-01-28,2020-01-29,424.5,406.81
PHOENIXLTD,NSE_EQ|INE211B01039,2020-02-04,2020-02-04,2020-02-05,438.5,413.94
PHOENIXLTD,NSE_EQ|INE211B01039,2021-08-12,2021-08-12,2021-08-13,424.35,421.66
PHOENIXLTD,NSE_EQ|INE211B01039,2022-04-20,2022-04-20,2022-04-21,525.05,500.06
PHOENIXLTD,NSE_EQ|INE211B01039,2022-05-11,2022-05-11,2022-05-12,525.0,515.9
PHOENIXLTD,NSE_EQ|INE211B01039,2022-09-30,2022-09-30,2022-10-03,704.3,678.24
PHOENIXLTD,NSE_EQ|INE211B01039,2022-10-12,2022-10-12,2022-10-13,696.0,689.6
PHOENIXLTD,NSE_EQ|INE211B01039,2022-10-20,2022-10-20,2022-10-21,692.75,694.58
PHOENIXLTD,NSE_EQ|INE211B01039,2022-10-27,2022-10-27,2022-10-28,735.0,697.09
PHOENIXLTD,NSE_EQ|INE211B01039,2023-11-01,2023-11-01,2023-11-02,935.3,918.76
PHOENIXLTD,NSE_EQ|INE211B01039,2024-02-02,2024-02-02,2024-02-05,1239.45,1177.74
PHOENIXLTD,NSE_EQ|INE211B01039,2024-12-23,2024-12-23,2024-12-24,1663.1,1620.11
PIDILITIND,NSE_EQ|INE318A01026,2015-11-02,2015-11-02,2015-11-03,289.0,283.54
PIDILITIND,NSE_EQ|INE318A01026,2016-01-27,2016-01-27,2016-01-28,284.5,273.99
PIDILITIND,NSE_EQ|INE318A01026,2016-03-29,2016-03-29,2016-03-30,301.0,294.87
PIDILITIND,NSE_EQ|INE318A01026,2016-04-25,2016-04-25,2016-04-26,301.4,299.89
PIDILITIND,NSE_EQ|INE318A01026,2017-05-25,2017-05-25,2017-05-26,369.0,361.58
PIDILITIND,NSE_EQ|INE318A01026,2017-07-21,2017-07-21,2017-07-24,402.9,399.12
PIDILITIND,NSE_EQ|INE318A01026,2018-01-29,2018-01-29,2018-01-30,446.8,443.43
PIDILITIND,NSE_EQ|INE318A01026,2018-01-31,2018-01-31,2018-02-01,447.0,444.53
PIDILITIND,NSE_EQ|INE318A01026,2018-02-21,2018-02-21,2018-02-22,452.0,448.24
PIDILITIND,NSE_EQ|INE318A01026,2018-09-21,2018-09-21,2018-09-24,565.0,560.64
PIDILITIND,NSE_EQ|INE318A01026,2019-01-14,2019-01-14,2019-01-15,570.0,565.97
PIDILITIND,NSE_EQ|INE318A01026,2019-09-20,2019-09-20,2019-09-23,717.5,658.18
PIDILITIND,NSE_EQ|INE318A01026,2020-03-17,2020-03-17,2020-03-18,782.5,768.58
PIDILITIND,NSE_EQ|INE318A01026,2023-07-11,2023-07-11,2023-07-12,1289.5,1304.25
PIDILITIND,NSE_EQ|INE318A01026,2024-08-07,2024-08-07,2024-08-08,1592.1,1565.79
PNB,NSE_EQ|INE160A01022,2016-11-07,2016-11-07,2016-11-08,139.95,139.8
PNB,NSE_EQ|INE160A01022,2017-03-24,2017-03-24,2017-03-27,141.35,141.12
PNB,NSE_EQ|INE160A01022,2017-08-04,2017-08-04,2017-08-07,151.3,149.91
PNB,NSE_EQ|INE160A01022,2020-12-28,2020-12-28,2020-12-29,32.9,32.25
PNB,NSE_EQ|INE160A01022,2021-11-18,2021-11-18,2021-11-22,41.65,41.46
PNB,NSE_EQ|INE160A01022,2022-12-26,2022-12-26,2022-12-27,54.6,49.62
PNB,NSE_EQ|INE160A01022,2023-06-16,2023-06-16,2023-06-19,51.35,50.58
POLICYBZR,NSE_EQ|INE417T01026,2023-09-28,2023-09-28,2023-09-29,761.75,752.75
POLICYBZR,NSE_EQ|INE417T01026,2024-10-01,2024-10-01,2024-10-03,1724.0,1683.93
POWERGRID,NSE_EQ|INE752E01010,2016-01-27,2016-01-27,2016-01-28,75.75,73.3
POWERGRID,NSE_EQ|INE752E01010,2017-08-31,2017-08-31,2017-09-01,119.5,118.7
POWERGRID,NSE_EQ|INE752E01010,2018-09-12,2018-09-12,2018-09-14,106.3,102.06
POWERGRID,NSE_EQ|INE752E01010,2020-12-22,2020-12-22,2020-12-23,104.2,101.11
POWERGRID,NSE_EQ|INE752E01010,2021-01-06,2021-01-06,2021-01-07,107.8,103.54
POWERGRID,NSE_EQ|INE752E01010,2021-03-30,2021-03-30,2021-03-31,120.15,117.92
POWERGRID,NSE_EQ|INE752E01010,2021-07-16,2021-07-16,2021-07-19,128.0,127.28
POWERGRID,NSE_EQ|INE752E01010,2021-11-15,2021-11-15,2021-11-16,138.2,136.65
POWERGRID,NSE_EQ|INE752E01010,2021-11-17,2021-11-17,2021-11-18,140.35,137.17
POWERGRID,NSE_EQ|INE752E01010,2023-09-01,2023-09-01,2023-09-04,190.2,183.94
POWERGRID,NSE_EQ|INE752E01010,2024-06-07,2024-06-07,2024-06-10,313.0,300.6
PRESTIGE,NSE_EQ|INE811K01011,2016-07-20,2016-07-20,2016-07-21,185.1,182.95
PRESTIGE,NSE_EQ|INE811K01011,2016-09-16,2016-09-16,2016-09-19,199.8,189.78
PRESTIGE,NSE_EQ|INE811K01011,2017-01-24,2017-01-24,2017-01-25,167.45,164.35
PRESTIGE,NSE_EQ|INE811K01011,2017-05-31,2017-05-31,2017-06-01,250.3,235.3
PRESTIGE,NSE_EQ|INE811K01011,2017-07-26,2017-07-26,2017-07-27,258.0,254.3
PRESTIGE,NSE_EQ|INE811K01011,2017-07-31,2017-07-31,2017-08-01,269.0,256.25
PRESTIGE,NSE_EQ|INE811K01011,2017-09-26,2017-09-26,2017-09-27,267.2,262.91
PRESTIGE,NSE_EQ|INE811K01011,2017-11-10,2017-11-10,2017-11-13,290.0,279.72
PRESTIGE,NSE_EQ|INE811K01011,2018-01-31,2018-01-31,2018-02-01,324.9,316.48
PRESTIGE,NSE_EQ|INE811K01011,2018-02-15,2018-02-15,2018-02-16,327.9,314.79
PRESTIGE,NSE_EQ|INE811K01011,2019-07-02,2019-07-02,2019-07-03,270.0,267.7
PRESTIGE,NSE_EQ|INE811K01011,2019-07-09,2019-07-09,2019-07-10,270.15,269.25
PRESTIGE,NSE_EQ|INE811K01011,2019-07-16,2019-07-16,2019-07-17,280.8,271.01
PRESTIGE,NSE_EQ|INE811K01011,2019-09-18,2019-09-18,2019-09-19,295.0,282.43
PRESTIGE,NSE_EQ|INE811K01011,2020-07-28,2020-07-28,2020-07-29,194.9,191.21
PRESTIGE,NSE_EQ|INE811K01011,2020-07-31,2020-07-31,2020-08-03,195.7,194.2
PRESTIGE,NSE_EQ|INE811K01011,2020-10-22,2020-10-22,2020-10-23,256.9,250.49
PRESTIGE,NSE_EQ|INE811K01011,2021-11-25,2021-11-25,2021-11-26,463.0,463.44
PRESTIGE,NSE_EQ|INE811K01011,2022-08-01,2022-08-01,2022-08-02,433.0,420.66
PRESTIGE,NSE_EQ|INE811K01011,2023-01-05,2023-01-05,2023-01-06,473.5,468.51
PRESTIGE,NSE_EQ|INE811K01011,2023-07-28,2023-07-28,2023-07-31,594.0,555.92
PRESTIGE,NSE_EQ|INE811K01011,2024-06-05,2024-06-05,2024-06-06,1698.55,1434.09
RECLTD,NSE_EQ|INE020B01018,2016-11-17,2016-11-17,2016-11-18,97.9,95.65
RECLTD,NSE_EQ|INE020B01018,2016-11-22,2016-11-22,2016-11-23,98.05,96.4
RECLTD,NSE_EQ|INE020B01018,2016-12-13,2016-12-13,2016-12-14,100.1,99.21
RECLTD,NSE_EQ|INE020B01018,2019-02-14,2019-02-14,2019-02-15,90.2,89.78
RECLTD,NSE_EQ|INE020B01018,2019-02-19,2019-02-19,2019-02-20,93.75,90.63
RECLTD,NSE_EQ|INE020B01018,2020-02-04,2020-02-04,2020-02-05,110.55,104.51
RECLTD,NSE_EQ|INE020B01018,2020-02-12,2020-02-12,2020-02-13,106.15,106.31
RECLTD,NSE_EQ|INE020B01018,2020-08-12,2020-08-12,2020-08-13,81.4,79.82
RECLTD,NSE_EQ|INE020B01018,2021-01-28,2021-01-28,2021-01-29,103.6,101.75
RECLTD,NSE_EQ|INE020B01018,2021-02-01,2021-02-01,2021-02-02,104.35,102.29
RECLTD,NSE_EQ|INE020B01018,2021-02-25,2021-02-25,2021-02-26,106.75,106.99
RELIANCE,NSE_EQ|INE002A01018,2015-12-10,2015-12-10,2015-12-11,226.8,224.24
RELIANCE,NSE_EQ|INE002A01018,2016-04-26,2016-04-26,2016-04-27,242.6,241.56
RELIANCE,NSE_EQ|INE002A01018,2018-07-06,2018-07-06,2018-07-09,470.45,460.76
RELIANCE,NSE_EQ|INE002A01018,2018-09-24,2018-09-24,2018-09-25,588.85,577.39
RELIANCE,NSE_EQ|INE002A01018,2020-01-02,2020-01-02,2020-01-03,730.6,728.85
RELIANCE,NSE_EQ|INE002A01018,2021-03-19,2021-03-19,2021-03-22,987.05,972.08
RELIANCE,NSE_EQ|INE002A01018,2022-05-20,2022-05-20,2022-05-23,1254.2,1240.58
RELIANCE,NSE_EQ|INE002A01018,2024-03-22,2024-03-22,2024-03-26,1445.0,1449.71
RELIANCE,NSE_EQ|INE002A01018,2024-03-27,2024-03-27,2024-03-28,1492.9,1455.37
RVNL,NSE_EQ|INE415G01027,2019-11-01,2019-11-01,2019-11-04,25.6,24.3
RVNL,NSE_EQ|INE415G01027,2020-08-11,2020-08-11,2020-08-12,19.25,19.29
RVNL,NSE_EQ|INE415G01027,2023-07-31,2023-07-31,2023-08-01,125.9,123.16
RVNL,NSE_EQ|INE415G01027,2023-08-09,2023-08-09,2023-08-10,127.5,123.96
RVNL,NSE_EQ|INE415G01027,2023-08-28,2023-08-28,2023-08-29,128.9,124.37
RVNL,NSE_EQ|INE415G01027,2024-05-14,2024-05-14,2024-05-15,275.85,260.86
SAIL,NSE_EQ|INE114A01011,2016-10-20,2016-10-20,2016-10-21,49.45,48.5
SAIL,NSE_EQ|INE114A01011,2017-09-19,2017-09-19,2017-09-20,62.55,61.71
SAIL,NSE_EQ|INE114A01011,2018-06-04,2018-06-04,2018-06-05,74.85,75.19
SBICARD,NSE_EQ|INE018E01016,2023-04-06,2023-04-06,2023-04-10,752.9,741.92
SBILIFE,NSE_EQ|INE123W01016,2018-02-01,2018-02-01,2018-02-02,708.4,691.35
SBILIFE,NSE_EQ|INE123W01016,2019-09-20,2019-09-20,2019-09-23,822.0,803.71
SBILIFE,NSE_EQ|INE123W01016,2021-01-27,2021-01-27,2021-01-28,883.0,879.25
SBILIFE,NSE_EQ|INE123W01016,2021-02-09,2021-02-09,2021-02-10,898.0,882.29
SBILIFE,NSE_EQ|INE123W01016,2023-11-07,2023-11-07,2023-11-08,1342.15,1324.53
SBILIFE,NSE_EQ|INE123W01016,2024-03-28,2024-03-28,2024-04-01,1498.0,1483.68
SBIN,NSE_EQ|INE062A01020,2015-11-16,2015-11-16,2015-11-17,250.0,241.73
SBIN,NSE_EQ|INE062A01020,2016-10-18,2016-10-18,2016-10-19,258.0,253.59
SBIN,NSE_EQ|INE062A01020,2016-11-09,2016-11-09,2016-11-10,267.0,255.81
SBIN,NSE_EQ|INE062A01020,2017-12-18,2017-12-18,2017-12-19,319.45,313.76
SBIN,NSE_EQ|INE062A01020,2019-05-14,2019-05-14,2019-05-15,316.2,306.97
SBIN,NSE_EQ|INE062A01020,2020-02-13,2020-02-13,2020-02-14,328.1,323.34
SBIN,NSE_EQ|INE062A01020,2020-09-10,2020-09-10,2020-09-11,198.55,197.88
SBIN,NSE_EQ|INE062A01020,2021-01-28,2021-01-28,2021-01-29,285.6,275.2
SBIN,NSE_EQ|INE062A01020,2021-07-23,2021-07-23,2021-07-26,427.8,425.51
SBIN,NSE_EQ|INE062A01020,2021-07-27,2021-07-27,2021-07-28,430.0,426.16
SBIN,NSE_EQ|INE062A01020,2022-10-17,2022-10-17,2022-10-18,547.1,537.99
SBIN,NSE_EQ|INE062A01020,2023-07-03,2023-07-03,2023-07-04,588.2,577.34
SBIN,NSE_EQ|INE062A01020,2024-01-29,2024-01-29,2024-01-30,625.45,622.11
SBIN,NSE_EQ|INE062A01020,2024-06-06,2024-06-06,2024-06-07,819.9,802.61
SBIN,NSE_EQ|INE062A01020,2024-07-03,2024-07-03,2024-07-04,843.0,829.02
SBIN,NSE_EQ|INE062A01020,2024-11-22,2024-11-22,2024-11-25,827.0,807.51
SHRIRAMFIN,NSE_EQ|INE721A01047,2015-03-17,2015-03-17,2015-03-18,229.95,226.57
SHRIRAMFIN,NSE_EQ|INE721A01047,2017-07-31,2017-07-31,2017-08-01,199.95,195.74
SHRIRAMFIN,NSE_EQ|INE721A01047,2019-10-07,2019-10-07,2019-10-09,207.35,200.34
SHRIRAMFIN,NSE_EQ|INE721A01047,2019-10-17,2019-10-17,2019-10-18,206.95,203.01
SHRIRAMFIN,NSE_EQ|INE721A01047,2020-08-13,2020-08-13,2020-08-14,141.6,135.68
SHRIRAMFIN,NSE_EQ|INE721A01047,2020-08-18,2020-08-18,2020-08-19,139.6,136.27
SHRIRAMFIN,NSE_EQ|INE721A01047,2022-09-06,2022-09-06,2022-09-07,275.2,271.34
SHRIRAMFIN,NSE_EQ|INE721A01047,2023-09-29,2023-09-29,2023-10-03,387.6,375.41
SHRIRAMFIN,NSE_EQ|INE721A01047,2023-10-10,2023-10-10,2023-10-11,381.4,375.95
SHRIRAMFIN,NSE_EQ|INE721A01047,2024-07-26,2024-07-26,2024-07-29,594.0,540.02
SIEMENS,NSE_EQ|INE003A01024,2015-06-30,2015-06-30,2015-07-01,1354.0,1343.33
